product_code,recommend_product_codes_concated
276868,1357#705#186005#9484#9712#156400#344101#227411#9677#164614
271232,4510#879#2330#720#3074#7456#344091#13784#157583#180425
1026,7689#3611#1391#728#1707#1389#4545#1070#1387#3662
165236,1596#11817#636#28626#803#28623#2354#1770#28632#6098
56591,2126#3387#1695#726#2543#521#67#1660#56625#994
31708,31694#3788#2430#2467#4656#125#1911#2635#158270#5549
863409,11369#7047#13734#442#12407#6813#154556#13659#3673#3671
524904,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
66170,1740#523#534#66188#854219#1898#2524#1062#9413#300
47781,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
270505,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
326821,94#3781#9#2513#3778#8#8011#3617#93#2625
12028,206815#937#3108#11903#11910#221025#11906#69114#11833#8051
73453,12428#1234#73440#4959#426#40#6904#1544#14320#10993
7023,1740#523#534#854219#66188#1898#2524#1062#9413#300
745304,34713#220786#34782#35165#5272#44591#33709#36975#44891#228428
836303,222253#227023#226970#226976#227067#226969#226971#226986#226993#227028
164442,74948#75027#1822#74951#222119#173495#164675#74945#74954#225708
408356,1476#1309#685#11859#1725#604#24880#266#1021#284
781555,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
197784,1492#1051#1885#2612#363#4131#50543#1777#9621#9363
854485,687#688#771030#863477#863476#854494#849453#849447#854499#849458
551843,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
11591,1186#989#11620#485#1278#4114#3716#379#7436#425
512473,368527#484383#657005#366571#858398
516030,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
3408,11101#2549#8381#2418#154505#14213#6902#9706#11925#9411
862451,11369#7047#13734#442#12407#6813#154556#13659#3673#3671
184402,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
31187,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
15075,359#853#3409#12054#1622#516#826#4326#408#157749
12040,12034#2316#846#2332#3089#6572#3031#3039#6207#531
858499,293#848827#848831#848832#848833#848834#848842#852055#848837#852901
277973,3475#154490#175787#154626#158104#154570#154560#165410#154489#226099
59228,12034#2316#846#2332#3089#6572#3031#3039#6207#531
636636,1357#705#186005#9484#9712#156400#344101#227411#9677#164614
495851,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
167193,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
15631,3393#849#4440#2990#761#1592#164453#8392#63390#11883
820352,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
35380,11927#165#293526#2542#164#2880#2369#1249#294345#9380
1061,8734#1233#530#575#1716#570#1058#468858#1863#156471
277497,7312#226500#59920#175785#164033#221221#175492#12111#186173#276050
863349,6866#436#35659#68555#68568#11986#11977#11367#69607#69614
368256,2371#4306#3614#5879#4331#1122#3166#5884#32589#4325
851922,155406#184910#150530#11941#153995#158503#11940#225616#156632#150289
5885,3394#28#222#357#1990#1353#6456#1166#1007#3800
853913,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
3050,1148#1160#2956#2457#3014#3058#13729#414125
223822,1462#1986#2318#854#599#851#852#3073#127#2431
217050,192157#1538#5187#2667#7186#5088#11809#9510#26158#167766
251554,1509#11827#226041#14924#10580#11848#48302#11855#159250#417833
736735,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
24940,1476#1309#685#11859#1725#604#24880#266#1021#284
159230,12034#2316#846#2332#3089#6572#3031#3039#6207#531
862379,3316#3411#68243#68108#12006#68093#68231#12005#69213#68177
177123,4377#2017#1548#213443#167925#1525#183049#169178#167926#167948
535960,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
846868,3733#834963#852196#852545#842027
852150,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
5386,31694#3788#2430#2467#4656#125#1911#2635#31708#158270
328614,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
781512,11963#3096#448#479#154492#1033#2484#2923#2748#213438
768321,6906#8045#7375#240095#8156#183272#4531#375357#11598#183274
710982,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
698385,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
170029,2126#3387#1695#726#2543#521#67#1660#56625#994
70092,495#5710#2804#857#581#11628#580#2043#3834#174
855806,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
11362,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
862305,3394#28#222#357#1990#1353#6456#1166#1007#3800
271712,1342#1638#577#3814#2132#1172#1205#2824#1343#2500
58948,12034#2316#846#2332#3089#6572#3031#3039#6207#531
217668,64#391#12256#11605#96#1102#641#2343#11604#706
442059,226921#155532#428486#158557#168647#2130#9683#206601#151447#7262
858202,12034#2316#846#2332#3089#6572#3031#3039#6207#531
221090,1522#5345#647#9805#1827#4478#2348#17#11831#2310
9636,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
6377,9640#204#2886#2794#682#9839#2518#9516#1074#4500
183527,819#337#1408#8153#1318#1322#1321#12035#4967#1320
829459,155406#184910#150530#11941#153995#158503#11940#225616#156632#150289
1342,1638#577#3814#2132#1172#1205#2824#1343#2500#3480
53366,53359#53361#53470#53375#53348#53353#275261#854181#53416#159710
796487,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
45534,3493#1552#1577#40964#9536#605#1049#648#5480#5754
5591,11692#52836#160028#4450#1555#675#157636#3003#11808#559
154583,161030#11835#14986#154562#5775#323911#218726#425072#158229#11832
329528,11927#165#293526#2542#164#2880#2369#1249#294345#9380
3788,31694#2430#2467#4656#125#1911#2635#31708#158270#5549
157582,519848
418456,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
465109,94#3781#9#2513#3778#8#8011#3617#93#2625
426112,601#1966#157743#2351#1231#3859#407#14713#3259#893
212028,9209#11703#496095#487174#338869#338984#191403#497509#285254#435421
270685,819#337#1408#8153#1318#1322#1321#183527#12035#4967
1246,196#347#1687#7002#1765#1210#3389#2933#3488#1557
181279,1363#725#1017#1280#1888#1019#3713#1527#652#2997
11809,192157#1538#5187#2667#7186#5088#9510#26158#167766#160513
176570,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
2773,1591#2345#1684#4424#3131#6546#7684#8657#2646#269
819488,53845#53876#7734#53877#228432#486297#435755#75068#523508#536089
458110,12428#1234#73440#4959#426#40#6904#1544#14320#10993
846853,222253#227023#226970#226976#227067#226969#226971#226986#227028#226993
69099,206815#937#3108#11903#11910#221025#11906#69114#11833#8051
756846,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
854475,1614#2021#4783#8043#1276#10984#51574#207939#8006#4072
351177,1493#4437#163227#163202#174425#169892#220182#622206#172095#216748
179675,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
11611,495#5710#2804#857#581#11628#580#2043#3834#174
469421,6561#159178#3390#3061#3079#2072#2346#3315#2479#8104
858969,3661#7142#67690#11624#26843#11912#26808#26931#27163#157377
178535,763#2477#1652#155883#6518#2331#14286#907#2841#831344
170746,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
274199,763#2477#1652#155883#6518#2331#14286#907#2841#831344
455017,2971#180004#9778#418540#161333#365328#447401#365316#224789#817514
741013,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
3433,2516#27346#372#216728#27344#27343#151471#2474#9523#151472
226041,1509#11827#14924#10580#11848#48302#11855#251554#159250#417833
73633,12428#1234#73440#4959#426#40#6904#1544#14320#10993
528464,1509#11827#226041#14924#10580#11848#48302#11855#251554#159250
5832,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
864730,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
176397,3609#939#31135#8209#3121#5614#450#2512#4758#3122
4545,7689#3611#1391#728#1707#1389#1070#1387#3662#4535
856200,37502
156626,11692#52836#160028#4450#1555#675#157636#3003#11808#559
245002,3236#681#74535#2872#1821#80181#3870#75358#930#74480
503239,1357#705#186005#9484#9712#156400#344101#227411#9677#164614
824820,3236#681#74535#2872#1821#80181#3870#75358#930#74480
208240,3234#508#11886#10636#2569#1604#2452#9436#26195#9405
849997,511375#551409#511356#511363#511378#511398#602559#602486#511379#602554
59776,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
669413,2282#3385#1503#226388#228116#947#2269#13656#226390#3030
9683,226921#155532#428486#158557#168647#2130#206601#151447#7262#506430
34721,34713#220786#34782#35165#5272#44591#33709#36975#44891#228428
562591,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
802634,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
221915,3189#77#2906#6615#2901#155902#2533#20301#20281#2914
186291,1553#2074#21661#4516#6961#2075#154398#2061#7151#414
9763,3428#1477#3427#69#386#2559#2001#5841#3664#1673
11374,64#391#12256#11605#96#1102#641#2343#11604#706
173739,188133#2851#1134#524#2505#6616#165206#11235#2581#6535
58436,2126#3387#1695#726#2543#521#67#1660#56625#994
862313,2670#1937#2744#2793#18867#1715#18877#18878#4422#2713
861062,574960#574959#574966#291455#839366#632333#631829#849330#849332#852352
4478,1522#5345#647#9805#1827#2348#17#11831#2310#11829
862414,3110#75063#163340#4598#5021#4128#190346#523828#864599#820827
33657,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
491548,196#347#1687#7002#1765#1210#3389#2933#3488#1557
217925,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
812250,3041#13700#155918#72545#72654#13616#13728#156438#72561#13723
23477,3189#77#2906#6615#2901#155902#2533#20301#20281#2914
389984,3655#3442#5147#3502#158282#659#1400#8623#1524#1498
183236,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
189944,1401#11056#1118#154584#15046#1281#2446#8103#2859#158831
11530,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
622078,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
77885,447620#65312#281242#419312#364947#277445#79823#445900#329879#753200
170750,6562#159155#11851#6487#12817#10566#11123#10925#159037#164660
852361,574960#574959#574966#291455#839366#632333#631829#849330#849332#852352
9850,11692#52836#160028#4450#1555#675#157636#3003#11808#559
861856,31694#3788#2430#2467#4656#125#1911#2635#31708#158270
159001,513#3180#405#511#4425#1568#281#25998#2723#3680
4124,419#5296#2052#432#9398#5915#4219#9433#7271#8050
46427,31113#33005#330010#31412#771#151894#6268#31304#3200#8085
322913,12101#5193#1915#1914#9412#12112#27772#21263#158073#191165
182302,3314#550#2983#1072#67580#362761#67655#67582#69702#67733
4623,2126#3387#1695#726#2543#521#67#1660#56625#994
853709,551268#551247#552106#766882#766832#766855#766850#766868#858078#858073
30139,12033#7670#11096#30091#30103#30039#30133#12037#30074#30093
176486,1342#1638#577#3814#2132#1172#1205#2824#1343#2500
71408,119#7474#70477#71587#7317#7472#2792#71305#56#71208
28936,28841#187876#28875#28919#28867
1557,196#347#1687#7002#1765#1210#3389#2933#3488#1688
16,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
495853,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
344096,1042#222273#1754#1516#1551#2071#13774#42458#2070#344
39086,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
862024,4377#2017#1548#213443#177123#167925#1525#183049#169178#167926
851863,702081#851913#856004#856003#851915#851912#849092#851864
547608,12034#2316#846#2332#3089#6572#3031#3039#6207#531
66632,1740#523#534#854219#66188#1898#2524#1062#9413#300
12101,5193#1915#1914#9412#322913#12112#27772#21263#158073#191165
11577,3609#939#31135#8209#3121#5614#450#2512#4758#3122
4680,3162#2424#1288#4471#475#4477#4454#5179#1292#2448
71880,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
157743,601#1966#2351#1231#3859#407#14713#3259#893#1626
50431,64#391#12256#11605#96#1102#641#2343#11604#706
858797,3316#3411#68243#68108#12006#68093#68231#12005#69213#68177
846126,2272#2279#157514#2274#153992#6304#198855#7322#153993#12083
207,1363#725#1017#1280#1888#1019#3713#1527#652#2997
2901,3189#77#2906#6615#155902#2533#20301#20281#2914#1393
47090,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
864636,4987#4778#3330#12358#1212#805531#532106#165485
512981,1740#523#534#854219#66188#1898#2524#1062#9413#300
11863,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
177,3159#7070#3676#592#4008#6050#3137#3842#2557#2450
168057,2344#192102#738#3064#9785#154380#505591#160127#6527#190310
505500,540757#294092#360988#360987#266981#281039#266982#296470#264653#235860
323437,3394#28#222#357#1990#1353#6456#1166#1007#3800
158182,196#347#1687#7002#1765#1210#3389#2933#3488#1557
60020,12025#3490#11889#12021#7966#220036#60218#2775#11874#7505
204283,180754#2309#1907#9849#199715#9704#216239#50585#442975#52661
674720,1352#1366#156#13768#9360#3684#4789#1750#1943#7242
66452,1740#523#534#854219#66188#1898#2524#1062#9413#300
187355,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
815435,3393#849#4440#2990#761#1592#164453#8392#63390#11883
27163,3661#7142#67690#11624#26843#11912#26808#26931#157377#9660
54212,3394#28#222#357#1990#1353#6456#1166#1007#3800
7846,12428#1234#73440#4959#426#40#6904#1544#14320#10993
562509,60338#3107#7883#3925#168204#1860#169134#9825#2413#2708
24162,2617#24075#3318#2478#24196#24123#3219#3210#24181#24133
5088,192157#1538#5187#2667#7186#11809#9510#26158#167766#160513
862543,12033#7670#11096#30091#30103#30039#30133#12037#30074#30093
7159,11692#52836#160028#4450#1555#675#157636#3003#11808#559
4488,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
853905,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
835517,3394#28#222#357#1990#1353#6456#1166#1007#3800
693111,64#391#12256#11605#96#1102#641#2343#11604#706
811842,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
7775,3394#28#222#357#1990#1353#6456#1166#1007#3800
852005,574960#574959#574966#291455#839366#632333#631829#849332#849330#851454
602551,511381#511401#602690#755361#551340#758009#857551#857554#857537#857540
63622,1596#11817#636#28626#803#28623#2354#1770#28632#165236
1690,196#347#1687#7002#1765#1210#3389#2933#3488#1557
862093,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
864345,11692#52836#160028#4450#1555#675#157636#3003#11808#559
8007,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
207885,1502#3163#1297#3392#4136#7233#1831#4480#4268#2788
185053,1363#725#1017#1280#1888#1019#3713#1527#652#2997
855588,4377#2017#1548#213443#177123#167925#1525#183049#169178#167926
176069,1596#11817#636#28626#803#28623#2354#1770#28632#165236
1244,1476#1309#685#11859#1725#604#24880#266#1021#284
187062,164238#178668#11866#168195#167620#11876#11869#202086#744864#167484
858304,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
3835,206815#937#3108#11903#11910#221025#11906#69114#11833#8051
857535,511381#511401#602690#755361#602551#551340#758009#857546#857545#857544
25482,1476#1309#685#11859#1725#604#24880#266#1021#284
14963,783#976#5889#2355#2388#2304#5935#5887#2389#31116
160484,763#2477#1652#155883#6518#2331#14286#907#2841#831344
165117,3393#849#4440#2990#761#1592#164453#8392#63390#11883
5043,3609#939#31135#8209#3121#5614#450#2512#4758#3122
1077,3460#159442#2915#671#157899#2538#2578#1998#358#2089
9204,1186#989#11620#485#1278#4114#3716#379#7436#425
580810,31694#3788#2430#2467#4656#125#1911#2635#31708#158270
863458,1504#603#353628#164331#165565#227126#226505#350700#229059#9095
849209,849574#849652#852300#849208#853776#843031#851859#849573#864637#849578
11986,6866#436#35659#68555#68568#11977#11367#69607#69614#68544
818518,155406#184910#150530#11941#153995#158503#11940#225616#156632#150289
167378,1740#523#534#854219#66188#1898#2524#1062#9413#300
801310,513#3180#405#511#4425#1568#281#25998#2723#3680
290166,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
3593,1740#523#534#66188#854219#1898#2524#1062#9413#300
844756,3669#220793#769850#11316#10713#301340#2268#301337#220778#10868
313243,539854#569594#580282#167190#765564#765562#765563#412493#859002#852287
814690,3475#154490#175787#154626#158104#154570#154560#165410#154489#226099
663530,699463#668207#698207#668195#331532#228587#668189#466913#446495#749874
235860,540757#294092#360988#360987#505500#266981#281039#266982#296470#264653
8975,8899#9049#9048#8955#8918#9023#8980#8902#8805#9031
748724,468#1868#2527#76870#80049#80128#36007#2489#3837#35834
1791,1566#646#2235#1358#12163#1832#820#224596#1790#1500
341,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
426199,1186#989#11620#485#1278#4114#3716#379#7436#425
200022,3236#681#74535#2872#1821#80181#3870#75358#930#74480
1905,11692#52836#160028#4450#1555#675#157636#3003#11808#559
499646,1664#3438#6110#2583#2678#7016#1364#1482#13677#13612
855302,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
460622,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
855775,1271#858035#858147#858034#860537#855773#858738#856429#858543#856826
845555,4377#2017#1548#213443#177123#167925#1525#183049#169178#167926
857088,2562#11850#12196#103#3527#188091#3526#540#17760#3462
633109,2617#24075#3318#2478#24196#24123#3219#3210#24181#24133
165565,1504#603#353628#164331#227126#226505#350700#229059#9095#7395
849639,64#391#12256#11605#96#1102#641#2343#11604#706
160386,10982#166#3060#2785#2379#13727#221382#158724#180922#220051
329,1553#2074#21661#4516#6961#2075#154398#2061#7151#414
849549,540757#294092#360988#360987#505500#266981#281039#266982#296470#264653
418951,160973#10742#1952#165250#483272#219000#190933#157428
4059,1740#523#534#66188#854219#1898#2524#1062#9413#300
158457,1591#2773#2345#1684#4424#3131#6546#7684#8657#2646
33742,3034#33476#2475#13742#981#1095#3072#5047#5095#2769
171245,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
191759,1357#705#186005#9484#9712#156400#344101#227411#9677#164614
857640,3084#2525#2476#10907#6740#12039#6240#6739#2979#11637
63764,1363#725#1017#1280#1888#1019#3713#1527#652#2997
509705,94#3781#9#2513#3778#8#8011#3617#93#2625
49177,339627#47100#6862#1560#2756#1682#8023#3450#1562#1139
4632,1740#523#534#66188#854219#1898#2524#1062#9413#300
27811,1105#3229#3472#168600#169533#158851#156593#41694#226923#7498
824935,3709#8913#8722#9059#2699#8761#6613#154449#8746#10871
241310,10629#27566#3190#164279#5234#164280#27603#172315#575858#634502
855869,905#1241#7300#1078#158621#540811#855543#856834#855546#855861
39733,4532#3504#1630#1370#1629#1679#1371#5869#39520#7187
858429,8734#1233#530#1061#575#1716#570#1058#468858#1863
28,3394#222#357#1990#1353#6456#1166#1007#3800#610
70406,2508#2444#71088#971#3242#2058#3326#11071#2013#2640
